ID,Mode,Auditory,Gender,Age_1,competence,intelligence,thoughtful,composite_intellect,humanness,novel,unique,composite_novelty,Stimulus,RecommendationFollowed
3936,Auditory-Computer,1,2,28,1,1,1,1,1,9,9,9,ExtensionCord,0
3937,Auditory-Computer,1,2,26,7,8,8,7.666666667,2,7,7,7,ExtensionCord,1
3938,Auditory-Human,1,2,20,7,8,8,7.666666667,7,6,6,6,ExtensionCord,1
3939,Auditory-Human,1,1,18,6,5,2,4.333333333,9,5,5,5,ExtensionCord,1
3940,Auditory-Human,1,1,24,3,3,4,3.333333333,9,6,1,3.5,ExtensionCord,0
3941,Auditory-Computer,1,2,40,9,9,9,9,1,9,9,9,ExtensionCord,0
3942,Visual-Handwritten,0,1,36,2,3,1,2,2,1,1,1,ExtensionCord,0
3943,Auditory-Computer,1,1,33,8,7,7,7.333333333,7,7,9,8,ExtensionCord,1
3944,Auditory-Computer,1,1,39,4,5,5,4.666666667,4,5,6,5.5,ExtensionCord,1
3945,Auditory-Human,1,2,30,4,6,5,5,4,5,5,5,ExtensionCord,1
3946,Visual-Handwritten,0,1,40,6,5,6,5.666666667,5,4,4,4,ExtensionCord,1
3947,Visual-Handwritten,0,2,42,9,8,9,8.666666667,9,9,9,9,ExtensionCord,1
3948,Auditory-Human,1,2,33,4,5,6,5,6,7,7,7,ExtensionCord,1
3949,Auditory-Human,1,2,22,8,7,6,7,2,1,1,1,ExtensionCord,0
3950,Auditory-Computer,1,2,21,6,5,6,5.666666667,6,5,5,5,ExtensionCord,1
3951,Auditory-Human,1,1,18,4,6,5,5,5,4,4,4,ExtensionCord,0
3952,Auditory-Computer,1,1,27,4,5,5,4.666666667,7,5,3,4,ExtensionCord,0
3953,Auditory-Human,1,1,22,4,5,4,4.333333333,2,7,6,6.5,ExtensionCord,0
3954,Visual-Handwritten,0,1,55,7,7,8,7.333333333,3,9,6,7.5,ExtensionCord,0
3955,Auditory-Human,1,2,23,5,5,5,5,5,5,5,5,ExtensionCord,1
3956,Auditory-Human,1,1,54,2,4,2,2.666666667,8,2,3,2.5,ExtensionCord,0
3957,Auditory-Computer,1,2,37,9,8,9,8.666666667,9,6,6,6,ExtensionCord,1
3958,Visual-Handwritten,0,1,30,1,1,1,1,1,2,3,2.5,ExtensionCord,1
3959,Auditory-Computer,1,1,67,8,8,8,8,1,1,1,1,ExtensionCord,1
3960,Visual-Handwritten,0,2,37,4,5,1,3.333333333,5,2,2,2,ExtensionCord,1
3961,Visual-Handwritten,0,2,23,7,7,8,7.333333333,5,5,6,5.5,ExtensionCord,1
3962,Auditory-Computer,1,1,33,4,4,4,4,1,6,6,6,ExtensionCord,1
3963,Auditory-Human,1,2,20,5,5,3,4.333333333,7,6,1,3.5,ExtensionCord,0
3964,Auditory-Human,1,1,19,5,6,7,6,8,6,3,4.5,ExtensionCord,1
3965,Auditory-Human,1,1,29,7,7,7,7,8,5,6,5.5,ExtensionCord,0
3966,Auditory-Human,1,2,35,7,5,6,6,6,5,6,5.5,ExtensionCord,0
3967,Auditory-Human,1,2,35,6,7,5,6,7,5,5,5,ExtensionCord,1
3968,Visual-Handwritten,0,2,34,4,4,3,3.666666667,3,2,2,2,ExtensionCord,0
3969,Auditory-Human,1,2,30,4,6,5,5,2,5,5,5,ExtensionCord,0
3970,Visual-Handwritten,0,1,48,7,7,7,7,7,7,7,7,ExtensionCord,1
3971,Visual-Handwritten,0,2,38,4,3,2,3,1,3,4,3.5,ExtensionCord,0
3972,Visual-Handwritten,0,2,22,7,7,7,7,7,8,8,8,ExtensionCord,1
3973,Visual-Handwritten,0,2,40,7,7,7,7,8,8,8,8,ExtensionCord,1
3974,Visual-Handwritten,0,2,35,9,9,9,9,6,8,8,8,ExtensionCord,0
3975,Auditory-Human,1,1,30,3,5,4,4,3,3,4,3.5,ExtensionCord,1
3976,Auditory-Human,1,2,22,7,8,8,7.666666667,8,7,8,7.5,ExtensionCord,1
3977,Auditory-Human,1,1,31,8,8,8,8,9,5,5,5,ExtensionCord,1
3978,Visual-Handwritten,0,1,20,5,5,3,4.333333333,2,5,1,3,ExtensionCord,1
3979,Auditory-Computer,1,2,22,6,6,5,5.666666667,6,2,3,2.5,ExtensionCord,1
3980,Visual-Handwritten,0,1,38,4,4,5,4.333333333,8,5,6,5.5,ExtensionCord,1
3981,Visual-Handwritten,0,2,35,9,9,9,9,9,9,9,9,ExtensionCord,1
3982,Auditory-Computer,1,2,29,4,4,3,3.666666667,3,5,5,5,ExtensionCord,1
3983,Auditory-Computer,1,2,18,8,9,7,8,1,7,9,8,ExtensionCord,1
3984,Visual-Handwritten,0,2,38,6,5,5,5.333333333,3,7,6,6.5,ExtensionCord,0
3985,Auditory-Computer,1,2,27,5,5,3,4.333333333,2,2,2,2,ExtensionCord,1
3986,Auditory-Computer,1,2,50,5,5,5,5,2,1,1,1,ExtensionCord,1
3987,Visual-Handwritten,0,2,20,9,8,8,8.333333333,3,1,7,4,ExtensionCord,0
3988,Auditory-Human,1,1,38,5,5,5,5,5,5,6,5.5,ExtensionCord,1
3989,Visual-Handwritten,0,2,19,4,5,4,4.333333333,3,6,3,4.5,ExtensionCord,1
3990,Auditory-Computer,1,2,20,4,3,5,4,1,7,7,7,ExtensionCord,1
3991,Auditory-Human,1,1,26,5,5,5,5,7,2,2,2,ExtensionCord,1
3992,Auditory-Human,1,2,30,6,7,6,6.333333333,8,4,4,4,ExtensionCord,0
3993,Visual-Handwritten,0,1,23,7,7,5,6.333333333,3,7,7,7,ExtensionCord,1
3994,Auditory-Human,1,1,46,7,6,7,6.666666667,5,7,7,7,ExtensionCord,1
3995,Auditory-Computer,1,1,24,4,4,5,4.333333333,5,4,5,4.5,ExtensionCord,1
3996,Auditory-Computer,1,2,52,1,1,1,1,1,1,1,1,ExtensionCord,1
3997,Auditory-Computer,1,2,26,5,5,3,4.333333333,1,4,7,5.5,ExtensionCord,1
3998,Auditory-Computer,1,2,22,8,7,2,5.666666667,5,9,9,9,ExtensionCord,0
3999,Auditory-Computer,1,3,21,6,7,7,6.666666667,4,6,6,6,ExtensionCord,1
4000,Auditory-Human,1,2,22,4,4,3,3.666666667,9,6,7,6.5,ExtensionCord,0
4001,Auditory-Computer,1,2,45,5,6,6,5.666666667,1,4,4,4,ExtensionCord,0
4002,Visual-Handwritten,0,2,40,9,9,9,9,1,9,9,9,ExtensionCord,1
4003,Auditory-Human,1,1,34,5,5,6,5.333333333,7,5,5,5,ExtensionCord,1
4004,Auditory-Human,1,1,30,9,9,9,9,7,9,8,8.5,ExtensionCord,1
4005,Auditory-Computer,1,1,28,9,9,9,9,9,8,9,8.5,ExtensionCord,1
4006,Auditory-Human,1,1,27,1,2,1,1.333333333,7,5,5,5,ExtensionCord,0
4007,Auditory-Human,1,2,32,4,5,5,4.666666667,4,7,4,5.5,ExtensionCord,1
4008,Visual-Handwritten,0,1,23,8,6,7,7,8,7,7,7,ExtensionCord,1
4009,Auditory-Human,1,1,33,8,8,9,8.333333333,8,8,8,8,ExtensionCord,1
4010,Visual-Handwritten,0,2,35,7,7,7,7,7,7,7,7,ExtensionCord,1
4011,Visual-Handwritten,0,1,26,5,5,5,5,5,4,4,4,ExtensionCord,0
4012,Auditory-Computer,1,1,30,8,8,6,7.333333333,2,7,5,6,ExtensionCord,1
4013,Visual-Handwritten,0,2,19,3,5,5,4.333333333,5,3,6,4.5,ExtensionCord,1
4014,Auditory-Human,1,2,30,9,9,9,9,9,7,6,6.5,ExtensionCord,1
4015,Visual-Handwritten,0,2,40,4,6,4,4.666666667,3,5,5,5,ExtensionCord,1
4016,Visual-Handwritten,0,1,20,2,4,4,3.333333333,9,2,1,1.5,ExtensionCord,1
4017,Auditory-Computer,1,1,24,7,8,6,7,4,8,8,8,ExtensionCord,0
4018,Visual-Handwritten,0,1,30,6,8,8,7.333333333,6,4,6,5,ExtensionCord,1
4019,Visual-Handwritten,0,1,48,6,5,6,5.666666667,5,6,6,6,ExtensionCord,1
4020,Auditory-Human,1,2,18,7,8,5,6.666666667,8,8,7,7.5,ExtensionCord,1
4021,Auditory-Computer,1,2,29,5,6,6,5.666666667,6,5,6,5.5,ExtensionCord,0
4022,Visual-Handwritten,0,1,40,6,6,6,6,5,3,3,3,ExtensionCord,1
4023,Auditory-Computer,1,1,30,7,7,8,7.333333333,3,7,6,6.5,ExtensionCord,1
4024,Auditory-Computer,1,1,18,2,3,2,2.333333333,7,8,2,5,ExtensionCord,1
4025,Visual-Handwritten,0,2,19,6,5,6,5.666666667,6,3,4,3.5,ExtensionCord,1
4026,Auditory-Human,1,1,28,9,9,5,7.666666667,5,1,1,1,ExtensionCord,0
4027,Auditory-Human,1,2,58,5,5,5,5,5,1,1,1,ExtensionCord,0
4028,Auditory-Human,1,1,27,5,5,5,5,9,2,2,2,ExtensionCord,1
4029,Visual-Handwritten,0,1,19,4,5,6,5,6,6,6,6,ExtensionCord,1
4030,Auditory-Human,1,1,31,2,3,4,3,2,1,1,1,ExtensionCord,1
4031,Auditory-Computer,1,2,32,7,5,5,5.666666667,4,2,5,3.5,ExtensionCord,0
4032,Auditory-Computer,1,2,51,6,6,2,4.666666667,1,2,2,2,ExtensionCord,1
4033,Visual-Handwritten,0,1,26,6,6,7,6.333333333,6,7,7,7,ExtensionCord,1
4034,Auditory-Computer,1,2,22,5,5,1,3.666666667,4,3,1,2,ExtensionCord,0
4035,Auditory-Computer,1,1,31,5,3,3,3.666666667,8,4,4,4,ExtensionCord,1
4036,Auditory-Computer,1,2,38,7,7,7,7,2,7,7,7,ExtensionCord,1
4037,Auditory-Human,1,1,19,4,4,6,4.666666667,9,4,3,3.5,ExtensionCord,0
4038,Auditory-Computer,1,2,36,7,7,7,7,5,5,6,5.5,ExtensionCord,1
4039,Auditory-Computer,1,2,32,4,6,6,5.333333333,1,3,3,3,ExtensionCord,1
4040,Auditory-Computer,1,1,65,4,4,4,4,5,3,3,3,ExtensionCord,1
4041,Auditory-Human,1,1,31,6,6,5,5.666666667,5,6,6,6,ExtensionCord,1
4042,Visual-Handwritten,0,2,26,5,5,6,5.333333333,4,6,3,4.5,ExtensionCord,0
4043,Visual-Handwritten,0,2,47,5,5,5,5,5,1,1,1,ExtensionCord,1
4044,Auditory-Computer,1,1,22,7,7,7,7,2,6,5,5.5,ExtensionCord,1
4045,Auditory-Human,1,2,20,9,7,7,7.666666667,5,5,5,5,ExtensionCord,0
4046,Auditory-Human,1,2,64,8,5,5,6,8,5,5,5,ExtensionCord,1
4047,Auditory-Computer,1,1,33,5,5,6,5.333333333,5,6,6,6,ExtensionCord,0
4048,Auditory-Computer,1,2,29,5,5,1,3.666666667,5,7,7,7,ExtensionCord,1
4049,Auditory-Human,1,2,26,7,7,8,7.333333333,6,6,7,6.5,ExtensionCord,1
4050,Visual-Handwritten,0,3,25,9,6,7,7.333333333,6,8,2,5,ExtensionCord,1
4051,Auditory-Computer,1,1,25,3,4,7,4.666666667,4,6,3,4.5,ExtensionCord,0
4052,Visual-Handwritten,0,1,41,6,6,5,5.666666667,7,5,4,4.5,ExtensionCord,1
4053,Auditory-Human,1,1,22,5,4,3,4,2,3,4,3.5,ExtensionCord,0
4054,Auditory-Human,1,2,61,5,5,5,5,9,6,6,6,ExtensionCord,1
4055,Auditory-Human,1,1,32,5,5,5,5,5,1,1,1,ExtensionCord,0
4056,Auditory-Human,1,1,45,9,7,9,8.333333333,9,8,9,8.5,ExtensionCord,0
4057,Visual-Handwritten,0,1,30,8,9,8,8.333333333,8,7,8,7.5,ExtensionCord,1
4058,Visual-Handwritten,0,1,30,6,5,7,6,5,6,7,6.5,ExtensionCord,0
4059,Visual-Handwritten,0,1,28,7,8,7,7.333333333,7,8,6,7,ExtensionCord,0
4060,Auditory-Computer,1,1,42,7,8,7,7.333333333,6,7,7,7,ExtensionCord,1
4061,Auditory-Computer,1,2,49,3,3,1,2.333333333,1,7,1,4,ExtensionCord,1
4062,Auditory-Computer,1,2,23,2,2,3,2.333333333,1,2,2,2,ExtensionCord,0
4063,Visual-Handwritten,0,1,38,5,5,5,5,1,9,9,9,ExtensionCord,0
4064,Visual-Handwritten,0,2,20,6,7,9,7.333333333,7,3,6,4.5,ExtensionCord,0
4065,Visual-Handwritten,0,2,20,4,6,3,4.333333333,3,1,1,1,ExtensionCord,1
4066,Visual-Handwritten,0,2,34,5,4,5,4.666666667,5,5,7,6,ExtensionCord,0
4067,Visual-Handwritten,0,1,19,4,3,4,3.666666667,9,3,3,3,ExtensionCord,1
4068,Visual-Handwritten,0,1,28,5,5,8,6,7,1,1,1,ExtensionCord,1
4069,Auditory-Human,1,2,19,4,7,9,6.666666667,9,6,6,6,ExtensionCord,0
4070,Visual-Handwritten,0,2,37,5,5,5,5,2,5,5,5,ExtensionCord,0
4071,Auditory-Human,1,2,50,5,5,5,5,8,7,7,7,ExtensionCord,1
4072,Auditory-Human,1,2,22,6,6,6,6,9,7,7,7,ExtensionCord,1
4073,Auditory-Human,1,1,22,7,6,7,6.666666667,9,4,3,3.5,ExtensionCord,1
4074,Auditory-Human,1,1,20,8,8,8,8,5,6,6,6,ExtensionCord,0
4075,Auditory-Human,1,1,19,7,7,8,7.333333333,5,6,6,6,ExtensionCord,1
4076,Auditory-Computer,1,1,56,3,1,4,2.666666667,3,1,1,1,ExtensionCord,1
4077,Auditory-Computer,1,1,22,7,7,5,6.333333333,2,1,1,1,ExtensionCord,1
4078,Auditory-Computer,1,1,20,1,1,1,1,1,2,1,1.5,ExtensionCord,1
4079,Auditory-Human,1,2,26,5,5,5,5,7,6,6,6,ExtensionCord,1
4080,Auditory-Computer,1,2,68,5,5,5,5,7,7,7,7,ExtensionCord,0
4081,Auditory-Human,1,2,23,7,7,7,7,6,6,6,6,ExtensionCord,1
4082,Auditory-Computer,1,2,28,5,7,4,5.333333333,2,2,4,3,ExtensionCord,1
4083,Visual-Handwritten,0,2,43,6,6,6,6,5,6,3,4.5,ExtensionCord,1
4084,Visual-Handwritten,0,1,18,6,6,6,6,6,5,3,4,ExtensionCord,0
4085,Auditory-Computer,1,2,30,9,8,8,8.333333333,1,8,8,8,ExtensionCord,1
4086,Visual-Handwritten,0,3,21,4,5,6,5,5,1,2,1.5,ExtensionCord,0
4087,Auditory-Computer,1,1,47,5,4,5,4.666666667,2,6,6,6,ExtensionCord,1
4088,Auditory-Computer,1,2,45,6,6,6,6,5,5,5,5,ExtensionCord,1
4089,Visual-Handwritten,0,2,18,5,5,5,5,4,5,5,5,ExtensionCord,1
4090,Auditory-Computer,1,1,32,4,5,4,4.333333333,3,7,4,5.5,ExtensionCord,1
4091,Auditory-Human,1,2,21,5,4,2,3.666666667,3,1,1,1,ExtensionCord,1
4092,Auditory-Computer,1,1,18,6,6,7,6.333333333,5,7,6,6.5,ExtensionCord,1
4093,Visual-Handwritten,0,1,34,5,5,5,5,5,6,6,6,ExtensionCord,1
4094,Auditory-Computer,1,2,20,6,6,5,5.666666667,1,1,1,1,ExtensionCord,0
4095,Auditory-Computer,1,1,25,7,7,7,7,6,8,9,8.5,ExtensionCord,0
4096,Auditory-Computer,1,1,45,7,7,7,7,7,7,7,7,ExtensionCord,1
4097,Auditory-Computer,1,1,23,2,2,2,2,3,2,2,2,ExtensionCord,0
4098,Visual-Handwritten,0,1,27,7,8,4,6.333333333,8,6,7,6.5,ExtensionCord,1
4099,Auditory-Computer,1,1,29,4,5,5,4.666666667,5,7,7,7,ExtensionCord,0
4100,Visual-Handwritten,0,1,37,3,5,3,3.666666667,1,1,1,1,ExtensionCord,1
4101,Visual-Handwritten,0,1,29,5,5,1,3.666666667,5,5,5,5,ExtensionCord,1
4102,Auditory-Human,1,1,26,8,7,8,7.666666667,4,6,4,5,ExtensionCord,1
4103,Auditory-Human,1,2,42,5,5,5,5,8,5,3,4,ExtensionCord,1
4104,Auditory-Human,1,2,23,7,7,3,5.666666667,9,2,2,2,ExtensionCord,1
4105,Auditory-Human,1,1,20,6,6,7,6.333333333,7,5,1,3,ExtensionCord,1
4106,Auditory-Human,1,1,19,5,5,6,5.333333333,5,4,4,4,ExtensionCord,0
4107,Visual-Handwritten,0,1,34,4,4,6,4.666666667,6,4,4,4,ExtensionCord,1
4108,Auditory-Computer,1,2,42,5,5,5,5,3,1,1,1,ExtensionCord,1
4109,Visual-Handwritten,0,2,28,4,4,6,4.666666667,7,9,9,9,ExtensionCord,1
4110,Visual-Handwritten,0,2,29,5,5,4,4.666666667,4,2,2,2,ExtensionCord,1
4111,Auditory-Human,1,2,23,7,7,7,7,9,1,1,1,ExtensionCord,1
4112,Auditory-Human,1,1,32,9,8,9,8.666666667,9,8,7,7.5,ExtensionCord,1
4113,Auditory-Computer,1,2,27,5,5,1,3.666666667,2,1,1,1,ExtensionCord,0
4114,Auditory-Computer,1,1,31,7,6,6,6.333333333,1,1,1,1,ExtensionCord,1
4115,Visual-Handwritten,0,2,29,7,7,8,7.333333333,9,1,1,1,ExtensionCord,0
4116,Auditory-Computer,1,2,24,3,2,1,2,8,5,1,3,ExtensionCord,1
4117,Visual-Handwritten,0,1,23,4,5,5,4.666666667,4,6,6,6,ExtensionCord,1
4118,Visual-Handwritten,0,1,25,3,5,5,4.333333333,7,6,4,5,ExtensionCord,1
4119,Visual-Handwritten,0,2,36,7,7,8,7.333333333,4,3,3,3,ExtensionCord,0
4120,Auditory-Human,1,1,21,3,3,5,3.666666667,6,5,3,4,ExtensionCord,0
4121,Auditory-Human,1,1,73,5,5,5,5,7,1,1,1,ExtensionCord,1
4122,Auditory-Computer,1,2,48,5,5,5,5,5,7,7,7,ExtensionCord,1
4123,Visual-Handwritten,0,2,20,4,5,5,4.666666667,3,8,9,8.5,ExtensionCord,1
4124,Auditory-Human,1,1,36,7,6,7,6.666666667,7,5,5,5,ExtensionCord,1
4125,Auditory-Computer,1,1,24,3,2,1,2,2,2,2,2,ExtensionCord,0
4126,Auditory-Computer,1,2,33,9,6,1,5.333333333,1,5,1,3,ExtensionCord,1
4127,Visual-Handwritten,0,2,27,9,9,9,9,1,9,9,9,ExtensionCord,1
4128,Visual-Handwritten,0,1,19,6,6,5,5.666666667,7,5,3,4,ExtensionCord,0
4129,Auditory-Computer,1,1,46,8,7,7,7.333333333,4,7,8,7.5,ExtensionCord,1
4130,Visual-Handwritten,0,1,42,6,7,6,6.333333333,9,4,5,4.5,ExtensionCord,1
4131,Auditory-Computer,1,2,26,7,7,7,7,2,7,7,7,ExtensionCord,1
4132,Visual-Handwritten,0,1,22,1,1,1,1,5,1,1,1,ExtensionCord,0
4133,Auditory-Human,1,2,62,7,7,7,7,5,7,7,7,ExtensionCord,0
4134,Auditory-Human,1,1,27,6,7,7,6.666666667,7,6,7,6.5,ExtensionCord,1
4135,Auditory-Human,1,2,18,6,6,5,5.666666667,7,5,4,4.5,ExtensionCord,0
4136,Visual-Handwritten,0,1,50,8,9,8,8.333333333,9,6,5,5.5,ExtensionCord,1
4137,Visual-Handwritten,0,2,28,8,8,7,7.666666667,8,6,7,6.5,ExtensionCord,1
4138,Auditory-Human,1,1,25,6,6,6,6,7,6,6,6,ExtensionCord,1
4139,Auditory-Human,1,1,34,7,7,8,7.333333333,7,7,6,6.5,ExtensionCord,1
4140,Visual-Handwritten,0,1,29,4,5,5,4.666666667,5,4,4,4,ExtensionCord,0
4141,Auditory-Computer,1,1,23,6,6,6,6,8,6,6,6,ExtensionCord,1
4142,Auditory-Computer,1,2,32,6,6,6,6,6,7,6,6.5,ExtensionCord,1
4143,Auditory-Human,1,2,30,6,6,6,6,7,3,3,3,ExtensionCord,0
4144,Visual-Handwritten,0,1,19,7,5,5,5.666666667,5,7,6,6.5,ExtensionCord,1
4145,Auditory-Human,1,2,57,9,8,8,8.333333333,1,2,1,1.5,ExtensionCord,0
4146,Visual-Handwritten,0,2,25,5,5,5,5,6,6,6,6,ExtensionCord,0
4147,Auditory-Computer,1,1,23,1,2,1,1.333333333,8,7,7,7,ExtensionCord,0
4148,Auditory-Computer,1,1,20,4,5,4,4.333333333,5,3,3,3,ExtensionCord,0
4149,Visual-Handwritten,0,1,38,5,5,5,5,7,4,3,3.5,ExtensionCord,1
4150,Visual-Handwritten,0,1,20,6,7,6,6.333333333,3,2,4,3,ExtensionCord,1
4151,Auditory-Computer,1,2,20,7,6,6,6.333333333,3,4,6,5,ExtensionCord,1
4152,Auditory-Computer,1,2,20,4,6,6,5.333333333,1,4,7,5.5,ExtensionCord,0
4153,Auditory-Computer,1,1,23,4,5,5,4.666666667,1,5,5,5,ExtensionCord,1
4154,Auditory-Computer,1,2,49,5,5,2,4,3,3,3,3,ExtensionCord,0
4155,Auditory-Human,1,1,25,6,7,8,7,9,6,6,6,ExtensionCord,1
4156,Auditory-Computer,1,1,20,5,5,5,5,1,1,1,1,ExtensionCord,0
4157,Auditory-Computer,1,1,20,4,5,7,5.333333333,5,5,6,5.5,ExtensionCord,1
4158,Visual-Handwritten,0,2,39,7,7,6,6.666666667,7,7,7,7,ExtensionCord,1
4159,Auditory-Human,1,1,21,7,7,7,7,9,9,9,9,ExtensionCord,1
4160,Auditory-Human,1,2,43,5,5,5,5,5,1,1,1,ExtensionCord,0
4161,Auditory-Human,1,1,22,6,8,7,7,8,6,4,5,ExtensionCord,1
4162,Visual-Handwritten,0,2,19,1,1,1,1,5,2,2,2,ExtensionCord,1
4163,Auditory-Human,1,1,36,5,5,5,5,9,5,5,5,ExtensionCord,1
4164,Auditory-Computer,1,1,23,2,2,2,2,1,1,1,1,ExtensionCord,0
4165,Auditory-Computer,1,2,30,2,2,1,1.666666667,1,6,8,7,ExtensionCord,1
4166,Auditory-Computer,1,2,24,3,3,3,3,7,4,2,3,ExtensionCord,1
4167,Auditory-Human,1,2,22,5,5,3,4.333333333,5,1,1,1,ExtensionCord,0
4168,Auditory-Human,1,1,23,7,7,7,7,8,7,7,7,ExtensionCord,1
4169,Auditory-Human,1,1,32,7,7,5,6.333333333,8,8,7,7.5,ExtensionCord,1
4170,Auditory-Human,1,1,21,5,5,6,5.333333333,7,5,5,5,ExtensionCord,1
4171,Auditory-Human,1,1,31,4,8,7,6.333333333,9,8,8,8,ExtensionCord,1
4172,Auditory-Human,1,2,48,4,4,2,3.333333333,5,5,5,5,ExtensionCord,1
4173,Auditory-Computer,1,1,34,6,1,1,2.666666667,1,5,5,5,ExtensionCord,1
4174,Auditory-Computer,1,1,38,3,3,3,3,2,3,3,3,ExtensionCord,0
4175,Visual-Handwritten,0,1,28,4,3,2,3,5,6,6,6,ExtensionCord,1
4176,Visual-Handwritten,0,1,39,1,2,1,1.333333333,3,1,1,1,ExtensionCord,0
4177,Auditory-Human,1,2,21,5,5,5,5,5,1,1,1,ExtensionCord,0
4178,Auditory-Computer,1,1,22,7,6,3,5.333333333,3,7,5,6,ExtensionCord,1
4179,Auditory-Computer,1,2,38,5,5,5,5,1,1,1,1,ExtensionCord,1
4180,Auditory-Human,1,2,35,5,5,5,5,5,2,2,2,ExtensionCord,1
4181,Auditory-Human,1,1,28,6,5,5,5.333333333,7,4,5,4.5,ExtensionCord,1
4182,Auditory-Human,1,1,39,7,7,7,7,7,3,3,3,ExtensionCord,1
4183,Auditory-Computer,1,2,24,7,6,4,5.666666667,7,1,1,1,ExtensionCord,0
4184,Auditory-Computer,1,1,30,4,5,5,4.666666667,7,7,5,6,ExtensionCord,0
4185,Visual-Handwritten,0,1,20,7,7,8,7.333333333,6,5,5,5,ExtensionCord,1
4186,Auditory-Computer,1,1,20,3,7,5,5,5,4,5,4.5,ExtensionCord,1
4187,Visual-Handwritten,0,1,27,8,7,8,7.666666667,5,6,5,5.5,ExtensionCord,0
4188,Auditory-Human,1,1,40,9,9,9,9,9,9,9,9,ExtensionCord,1
4189,Visual-Handwritten,0,1,38,5,5,5,5,2,6,6,6,ExtensionCord,1
4190,Auditory-Human,1,1,41,3,4,4,3.666666667,8,4,5,4.5,ExtensionCord,1
4191,Visual-Handwritten,0,1,48,6,6,6,6,5,5,5,5,ExtensionCord,0
4192,Auditory-Human,1,1,19,7,7,6,6.666666667,8,6,6,6,ExtensionCord,0
4193,Visual-Handwritten,0,2,30,5,6,6,5.666666667,7,7,7,7,ExtensionCord,0
4194,Visual-Handwritten,0,1,36,5,5,5,5,7,5,5,5,ExtensionCord,1
4195,Auditory-Computer,1,1,19,4,4,1,3,1,2,2,2,ExtensionCord,1
4196,Auditory-Human,1,2,27,3,5,5,4.333333333,9,1,1,1,ExtensionCord,0
4197,Visual-Handwritten,0,2,23,8,6,7,7,7,9,9,9,ExtensionCord,1
4198,Visual-Handwritten,0,2,48,5,5,5,5,1,6,6,6,ExtensionCord,1
4199,Auditory-Computer,1,2,26,8,7,7,7.333333333,2,6,7,6.5,ExtensionCord,1
4200,Visual-Handwritten,0,1,32,4,5,5,4.666666667,6,6,6,6,ExtensionCord,0
4201,Auditory-Computer,1,1,28,5,6,5,5.333333333,2,4,3,3.5,ExtensionCord,1
4202,Auditory-Computer,1,2,33,4,4,2,3.333333333,6,5,6,5.5,ExtensionCord,1
4203,Visual-Handwritten,0,2,61,3,5,3,3.666666667,5,7,7,7,ExtensionCord,0
4204,Auditory-Computer,1,2,25,6,6,6,6,4,5,6,5.5,ExtensionCord,1
4205,Auditory-Human,1,1,24,7,7,7,7,7,5,4,4.5,ExtensionCord,0
4206,Auditory-Human,1,2,30,6,6,5,5.666666667,3,9,9,9,ExtensionCord,1
4207,Auditory-Computer,1,1,41,2,3,2,2.333333333,3,7,7,7,ExtensionCord,1
4208,Auditory-Computer,1,2,27,9,9,9,9,1,9,9,9,ExtensionCord,1
4209,Visual-Handwritten,0,2,32,7,7,7,7,4,8,7,7.5,ExtensionCord,1
4210,Auditory-Human,1,1,24,4,4,4,4,1,1,1,1,ExtensionCord,0
4211,Visual-Handwritten,0,2,58,6,5,4,5,5,2,2,2,ExtensionCord,0
4212,Visual-Handwritten,0,2,23,4,3,4,3.666666667,6,4,5,4.5,ExtensionCord,0
4213,Visual-Handwritten,0,1,41,7,8,8,7.666666667,7,7,8,7.5,ExtensionCord,1
4214,Auditory-Human,1,2,27,7,7,7,7,5,6,6,6,ExtensionCord,0
4215,Visual-Handwritten,0,1,25,6,5,6,5.666666667,3,5,2,3.5,ExtensionCord,1
4216,Visual-Handwritten,0,2,38,4,5,3,4,6,3,4,3.5,ExtensionCord,1
4217,Auditory-Human,1,1,19,5,5,6,5.333333333,9,6,1,3.5,ExtensionCord,1
4218,Auditory-Computer,1,2,42,5,5,1,3.666666667,1,3,4,3.5,ExtensionCord,1
4219,Auditory-Computer,1,2,32,1,1,1,1,1,1,1,1,ExtensionCord,1
4220,Auditory-Computer,1,1,29,5,3,3,3.666666667,5,1,1,1,ExtensionCord,1
4221,Auditory-Computer,1,1,35,7,7,7,7,7,7,7,7,ExtensionCord,1
4222,Auditory-Computer,1,2,35,8,6,2,5.333333333,4,6,6,6,ExtensionCord,1
4223,Auditory-Computer,1,1,19,8,2,6,5.333333333,3,6,8,7,ExtensionCord,0
4224,Visual-Handwritten,0,2,20,4,5,4,4.333333333,5,6,6,6,ExtensionCord,0
4225,Auditory-Computer,1,1,34,6,7,5,6,6,7,6,6.5,ExtensionCord,1
4226,Visual-Handwritten,0,1,26,8,8,7,7.666666667,7,9,9,9,ExtensionCord,1
4227,Auditory-Human,1,1,30,6,7,6,6.333333333,6,6,7,6.5,ExtensionCord,1
4228,Visual-Handwritten,0,1,20,5,6,4,5,2,3,1,2,ExtensionCord,1
4229,Visual-Handwritten,0,2,49,7,7,5,6.333333333,5,5,5,5,ExtensionCord,0
4230,Auditory-Computer,1,2,27,5,4,4,4.333333333,7,2,2,2,ExtensionCord,1
4231,Auditory-Human,1,2,20,9,9,9,9,3,2,2,2,ExtensionCord,0
4232,Auditory-Human,1,2,35,6,6,5,5.666666667,8,6,7,6.5,ExtensionCord,0
